index,Median household income_value,Social associations_value,Access to exercise opportunities_value,Limited access to healthy foods_value,Long commute – driving alone_value,Rural_value,not proficient in English_value
"Oneida,ID",46596.0,4.6718056529,0.48156789549999995,0.0487006336,0.3,1.0,0.01825
"Owyhee,ID",35866.0,2.6525198938999996,0.661547805,0.0886671083,0.38,0.7729481173,0.0767415518
"Payette,ID",46595.0,6.9881201957000005,0.6629978341,0.098697051,0.163,0.4266896521,0.0241202242
"Power,ID",45933.0,3.9225941423000004,0.6727644877,0.0648108065,0.213,0.4258667008,0.0603188281
"Shoshone,ID",39285.0,12.87001287,0.9280846063,0.044368418300000004,0.18,0.5603603604,0.0010087424
"Teton,ID",60745.0,5.6796667929,0.8507374631,0.0179674555,0.41200000000000003,1.0,0.0358221389
"Twin Falls,ID",49415.0,9.9544764795,0.8080020717,0.026166388500000002,0.14300000000000002,0.2799041823,0.0317184154
"Valley,ID",58738.0,19.796100168,0.8640235246,0.0650276419,0.145,1.0,0.0
"Washington,ID",41647.0,8.0128205128,0.7438713473,0.0977031181,0.293,0.4556775838,0.030432963799999997
"Adams,IL",51130.0,15.519376837000001,0.8327198486,0.0317101787,0.135,0.3259913864,0.0027195089
"Alexander,IL",33344.0,13.274336283,0.5949259528999999,0.1250765733,0.391,0.6185967468,0.0019844299
"Bond,IL",53631.0,14.749262537,0.6079468708,0.0271372549,0.348,0.6073840612,0.002210759
"Boone,IL",62081.0,7.4647755901999995,0.9062124988,0.0481357876,0.366,0.19363057320000002,0.0379416131
"Brown,IL",51826.0,19.036462147,0.7707942915,0.1305917589,0.168,0.4106962664,0.0054919908
"Bureau,IL",53410.0,18.757257272,0.7616501801000001,0.1065493741,0.214,0.5739035965,0.011541220900000001
"Calhoun,IL",50952.0,10.206164523,0.5549223816,0.0429805322,0.594,1.0,0.0
"Carroll,IL",50330.0,20.52545156,0.8016507440999999,0.0629149571,0.332,0.8187430948000001,0.0082662296
"Cass,IL",47511.0,13.232661322,0.6360504325,0.029030435,0.275,0.5213311831,0.0571265119
"Champaign,IL",51032.0,11.299380928,0.8426405279000001,0.0449818968,0.138,0.1271030082,0.0178571429
"Christian,IL",49324.0,17.240354319,0.6417241378999999,0.03055952,0.386,0.4345114943,0.0011833214
"Clark,IL",49937.0,23.781212842,0.6203856749000001,0.0312307496,0.284,0.5954086318,0.0024464427
"Clay,IL",43478.0,23.08608877,0.5796597901,0.0335206643,0.26,0.647339848,0.0067045275
"Clinton,IL",61013.0,13.232414122,0.6480853768,0.048396660599999995,0.39399999999999996,0.48758010700000004,0.0036931341
"Coles,IL",42066.0,13.708802193,0.7909899207,0.0648606478,0.17600000000000002,0.2428860468,0.0059989671
"Cook,IL",60025.0,7.1894706137,0.9920589835,0.0169994443,0.511,0.0004529639,0.074172353
"Crawford,IL",46374.0,18.543319254,0.5620931523,0.0436676497,0.14400000000000002,0.6016551446,0.0082895378
"DeKalb,IL",59586.0,9.487120515199999,0.8440471662000001,0.12575477289999998,0.376,0.2030524914,0.0173996215
"De Witt,IL",54926.0,17.233950883,0.7832256506,0.0101028658,0.377,0.4875309462,0.005385763399999999
"Douglas,IL",55891.0,17.656257882000002,0.72002002,0.030471263,0.355,0.6163663664,0.0165629229
"DuPage,IL",84999.0,8.996118817300001,0.9981623341,0.0396517381,0.41600000000000004,0.0004755029,0.0387945169
"Edgar,IL",47062.0,18.115942029,0.5198105082,0.154656718,0.271,0.5180340224000001,0.0035623108000000002
"Edwards,IL",48884.0,24.487297215,0.6591281059,0.0792697109,0.247,1.0,0.0020923869
"Effingham,IL",51809.0,15.710919089,0.5800186905,0.0477520754,0.16699999999999998,0.5969861574,0.0047910897999999995
"Fayette,IL",46290.0,19.507326589,0.5292231256000001,0.1404675481,0.289,0.6698735321,0.0051960548
"Ford,IL",51861.0,18.928363425,0.6639443221,0.06521869849999999,0.34600000000000003,0.41779703149999997,0.0028424368
"Franklin,IL",40246.0,16.461947575,0.6953059831999999,0.0434842176,0.358,0.48580672880000003,0.0024997312
"Fulton,IL",49503.0,17.647553153,0.5919231703,0.0650576345,0.41600000000000004,0.6002589764999999,0.0112806125
"Gallatin,IL",39634.0,22.792022791999997,0.3653605296,0.2926874405,0.35100000000000003,1.0,0.0023961661
"Greene,IL",44378.0,15.859829318,0.5648854962,0.0634895646,0.431,0.7084833645,0.0004721807
"Grundy,IL",71969.0,10.28867652,0.8794718654000001,0.04951562,0.426,0.24375287140000002,0.0073451365
"Hamilton,IL",47855.0,40.243902439,0.4655315124,0.043301928200000006,0.41700000000000004,0.6809743408,0.00012825450000000002
"Hancock,IL",51721.0,18.875047188,0.5610866834,0.14167799080000001,0.341,0.7097466498999999,0.0021507810999999996
"Hardin,IL",39143.0,16.928657799,0.7780092593000001,0.047753709500000005,0.331,1.0,0.0
"Henderson,IL",47792.0,15.725518227,0.4420952121,0.0045590223,0.349,0.9965898240000001,0.0016603774
"Henry,IL",55287.0,13.942492270999999,0.6810402884000001,0.050681722699999994,0.327,0.5027532385,0.009368479300000001
"Iroquois,IL",47589.0,17.08984375,0.5065953294,0.0753948348,0.308,0.7174103237,0.0132770952
"Jackson,IL",34982.0,16.003503925,0.8021853931,0.1121813038,0.19899999999999998,0.3716662792,0.0076758301
"Jasper,IL",51120.0,20.81815343,0.2935656836,0.039989067,0.38,0.6985976490000001,0.0001107297
"Jefferson,IL",45746.0,19.294448935,0.5914698535,0.0858666803,0.18600000000000003,0.5877095835,0.0028226698999999997
"Jersey,IL",57243.0,10.280708028,0.6817924734,0.0420636948,0.478,0.6056993692,0.0037942664000000003
"Jo Daviess,IL",54169.0,14.488816445,0.6973719023,0.06172585059999999,0.223,0.725901755,0.003675258
"Johnson,IL",48359.0,15.671524839000002,0.7668097281999999,0.1438632828,0.414,1.0,0.0009763241
"Kane,IL",73684.0,7.1583714328,0.9603876809999999,0.0382083405,0.43200000000000005,0.0355833555,0.0785006698
"Kankakee,IL",54624.0,10.912796833,0.8132024081,0.045971854000000006,0.292,0.2445680438,0.014979699099999999
"Kendall,IL",91952.0,5.188277735,0.9346238320999999,0.030362085499999997,0.49,0.10419571890000001,0.0306433956
"Knox,IL",43277.0,13.024630159,0.7551918970999999,0.06777326780000001,0.18600000000000003,0.2432018746,0.0063971966
"Lake,IL",83344.0,7.3020698669,0.9891863384,0.0580848812,0.455,0.0126730371,0.0515191886
"LaSalle,IL",56543.0,13.383273603,0.8094168042000001,0.06100281900000001,0.289,0.302148801,0.0119555047
"Lawrence,IL",44774.0,20.010915045,0.43545416740000004,0.0521802512,0.182,0.5801699043999999,0.0139922407
"Lee,IL",55563.0,14.168401572999999,0.6905720073999999,0.033567289300000004,0.254,0.5321251145,0.0092119664
"Livingston,IL",54339.0,17.997872979,0.7322978176999999,0.024442252999999997,0.268,0.4080359435,0.0049655251
"Logan,IL",53052.0,18.308808571,0.7593136446,0.1031485159,0.307,0.3986470879,0.0019740553
"McDonough,IL",44460.0,15.95761657,0.7312645651999999,0.06731746429999999,0.12300000000000001,0.29504476879999997,0.004481202
"McHenry,IL",81570.0,6.4423136366,0.9379809561,0.0707939045,0.498,0.0987854644,0.024036387599999997
"McLean,IL",64271.0,11.665107469,0.8357865685,0.09792988470000001,0.152,0.1649682731,0.0101820103
"Macon,IL",47786.0,16.495344958,0.8520601618000001,0.07373653320000001,0.134,0.1526162791,0.0029970422999999998
"Macoupin,IL",52483.0,17.591486589000002,0.6109285041,0.0618426953,0.43799999999999994,0.5851355595000001,0.0026056418
"Madison,IL",56297.0,13.485644738,0.8440222518000001,0.12066069759999999,0.374,0.1334066146,0.0030838988
"Marion,IL",45698.0,22.431466653,0.6440905748,0.1249167927,0.25,0.45056672670000003,0.005187527700000001
"Marshall,IL",54807.0,23.368385911999997,0.6696202532,0.060940727,0.436,1.0,0.0033307038000000002
"Mason,IL",46962.0,16.787095832000002,0.5924587481,0.12183960630000001,0.396,0.7748534023999999,0.0008288125
"Massac,IL",42833.0,21.671407286999997,0.7902650851999999,0.0437354083,0.253,0.5050878216,0.0034086067
"Menard,IL",62966.0,15.268402443,0.7364817001,0.004497435,0.478,0.7569460842,0.0
"Mercer,IL",56661.0,20.179089419,0.5441158574,0.0706134225,0.457,0.7775952293999999,0.0008576329
"Monroe,IL",83139.0,14.463236813,0.7910610795999999,0.051660079299999995,0.529,0.4135995388,0.0012497657000000001
"Montgomery,IL",46997.0,16.264101322000002,0.7362144566,0.0757299444,0.314,0.41622375759999997,0.0005387931
"Morgan,IL",48600.0,15.791891581,0.7650153318,0.1318929705,0.248,0.36228092380000004,0.0048158469
"Moultrie,IL",57447.0,18.08318264,0.6912299609,0.0078952889,0.315,0.6923750504999999,0.0037278658
"Ogle,IL",58812.0,14.905437581,0.6529151167,0.0547375455,0.368,0.4709983737,0.0217236973
"Peoria,IL",52380.0,13.424909113,0.8356086523,0.068418036,0.145,0.1464551138,0.0109146952
"Perry,IL",48423.0,27.851274196,0.5625503356,0.0970058597,0.33,0.43642058170000003,0.0012644684
"Piatt,IL",65797.0,18.917434552,0.6149799749,0.0068935325,0.369,0.6766094804999999,0.0006425496
"Pike,IL",41671.0,13.759459628,0.608034084,0.08827719029999999,0.306,0.7230675593000001,0.0008606992
"Pope,IL",42917.0,16.564126834,0.9778523490000001,0.0763953125,0.55,1.0,0.0
"Pulaski,IL",35875.0,22.895385699000002,0.6880376562,0.0959311651,0.42100000000000004,1.0,0.0025491624
"Putnam,IL",65902.0,12.402551382,0.5189810189999999,0.0219212662,0.284,1.0,0.010607169
"Randolph,IL",50681.0,19.481310118,0.665372207,0.0335853462,0.313,0.4264249014,0.0022981902
"Richland,IL",46497.0,23.707031005999998,0.7015339124,0.0233268966,0.171,0.43467011640000003,0.0006656460000000001
"Rock Island,IL",50952.0,14.165178295999999,0.8949751264,0.063375766,0.15,0.10919984279999999,0.0294102644
"St. Clair,IL",50598.0,11.475012498,0.8848609177,0.1197676683,0.327,0.0975464348,0.0057600026
"Saline,IL",40690.0,22.405083917,0.7762212499,0.1974956817,0.317,0.43663950549999997,0.0083178899
"Sangamon,IL",55090.0,19.978662587,0.8570531487,0.0516901565,0.142,0.1412655407,0.0042537936
"Schuyler,IL",49566.0,25.597269625,0.5033138918,0.0357221302,0.33,0.5763520679,0.0039124765
"Scott,IL",52386.0,17.674783975,0.4857142857,0.012632137199999999,0.327,1.0,0.0026417395000000003
"Shelby,IL",51069.0,18.369690011,0.4942091848,0.0909725295,0.326,0.7773107365,0.0010075808
"Stark,IL",56414.0,24.187975120999997,0.5680680681,0.0937916353,0.40700000000000003,1.0,0.001082837
"Stephenson,IL",45863.0,16.393800957,0.5935947685,0.021565792799999997,0.25,0.4009347949,0.0034986622999999997
"Tazewell,IL",60590.0,13.649851632,0.8246303381,0.1017534284,0.237,0.2041818692,0.002169402
"Union,IL",45476.0,16.659007353,0.5747978437,0.0542092456,0.436,0.6586927224,0.0052736861
"Vermilion,IL",45247.0,13.874523852000001,0.7180030628,0.057204855,0.22899999999999998,0.31256355280000003,0.0067738294
"Wabash,IL",50195.0,22.52642523,0.7466309534000001,0.0182306399,0.26899999999999996,0.38896794170000004,0.005698529399999999
"Warren,IL",48346.0,14.83425572,0.6828937708,0.0350163996,0.203,0.45479189020000005,0.0274880945
"Washington,IL",58587.0,28.030833917,0.5244631693,0.0400009516,0.354,0.7364773036,0.0036638089
"Wayne,IL",45583.0,28.009498874000002,0.41843675420000004,0.0711780129,0.312,0.6993436754000001,0.006066473100000001
"White,IL",44874.0,29.315278844,0.5458574838,0.1414932897,0.33399999999999996,0.620320491,0.0059088559
"Whiteside,IL",51567.0,14.891641409000002,0.7087592737999999,0.0716297854,0.192,0.3734315703,0.0075732264
"Will,IL",81640.0,6.4749593677999995,0.9608595549,0.0573538381,0.491,0.0392939371,0.0327014026
"Williamson,IL",48112.0,19.268965108,0.7246560272,0.0446532065,0.22899999999999998,0.3479813735,0.0042435715
"Winnebago,IL",50296.0,10.101784184,0.928027609,0.073424931,0.214,0.0791421972,0.024169485499999997
"Woodford,IL",73055.0,16.315293038,0.7372491206,0.0179157752,0.337,0.5488568177,0.0007617597
"Adams,IN",51517.0,16.580903372999998,0.5457585716,0.0331553556,0.225,0.5367435368,0.0146624774
"Allen,IN",51329.0,11.507667255,0.8544306826000001,0.0984194249,0.18899999999999997,0.11879694589999999,0.0232795342
"Bartholomew,IN",59765.0,10.965722875,0.7786676042,0.0918265207,0.175,0.3370315389,0.019675941399999997
"Benton,IN",47218.0,17.279115309,0.5789473684,0.0082382027,0.42,1.0,0.0073439412
"Blackford,IN",42588.0,21.141649049,0.6010496632,0.007789825500000001,0.341,0.5061099796,0.005044891
"Boone,IN",80634.0,11.682242990999999,0.8405896893000001,0.012802990600000001,0.402,0.3440501412,0.007161638499999999
"Brown,IN",56323.0,11.350737797999999,0.7348117045,0.0125827302,0.5329999999999999,1.0,0.0025715874
"Carroll,IN",55708.0,14.605157130999999,0.5172909948,0.014471396200000002,0.446,0.8140411808,0.0092866188
"Cass,IN",46287.0,14.218383844000002,0.7185238412999999,0.0125088619,0.222,0.4466714572,0.04992629269999999
"Clark,IN",51837.0,9.8811659776,0.8655018506000001,0.06898196870000001,0.34600000000000003,0.20514914,0.0075056222
"Clay,IN",50185.0,17.356525676,0.6654146523,0.012431609599999999,0.389,0.6088880625,0.0033227911
"Clinton,IN",53862.0,14.719862615,0.7015109559,0.0062976827,0.305,0.49783289189999996,0.035686171600000004
"Crawford,IN",46210.0,7.6314032243,0.7508634369,0.0466138808,0.535,1.0,0.0014008405
"Daviess,IN",49237.0,15.802589193,0.5325139029,0.045598822000000004,0.31,0.6028185035,0.008239549799999999
"Dearborn,IN",63876.0,12.536649479000001,0.7003416788,0.06819982849999999,0.47100000000000003,0.5305812536,0.0011516806
"Decatur,IN",51999.0,13.197089099000001,0.661965812,0.0529759175,0.24100000000000002,0.537956488,0.0041260467
"De Kalb,IN",52599.0,15.731761723,0.6937687990000001,0.0852564985,0.259,0.422992208,0.0032580637
"Delaware,IN",41404.0,13.949269160999998,0.8005625854999999,0.08182268059999999,0.20800000000000002,0.22811907780000001,0.0039267845
"Dubois,IN",62852.0,15.543675373,0.7163694526000001,0.0173219638,0.204,0.4924681897,0.0191296031
"Elkhart,IN",54582.0,12.728899024,0.7387919558,0.073689877,0.201,0.205872676,0.0401391476
"Fayette,IN",44673.0,18.349406845,0.7205997446,0.0832010585,0.35600000000000004,0.3678378712,0.0019181015
"Floyd,IN",58703.0,10.940634035999999,0.8257394942,0.07501761259999999,0.303,0.20327710579999997,0.0088782963
"Fountain,IN",43571.0,13.862937737000001,0.5078306265,0.0641664678,0.387,0.659512761,0.0062809288
"Franklin,IN",57674.0,11.804826862999999,0.5414735565,0.0450980795,0.49,0.8885953134000001,0.0004624919
"Fulton,IN",46662.0,19.197637214,0.4670762142,0.058178697300000005,0.336,0.6492129007,0.0098121086
"Gibson,IN",54690.0,17.764618800999997,0.7041757455,0.0127847923,0.287,0.5361907889,0.0031016584000000003
"Grant,IN",40177.0,16.91698907,0.6150354691,0.0791412284,0.175,0.2891337549,0.0025721679
"Greene,IN",46019.0,15.104343269000001,0.4771596563,0.0595068523,0.442,0.7484396201000001,0.0024580355
"Hamilton,IN",92406.0,9.8160460063,0.8897180672,0.0387945636,0.42100000000000004,0.0563537763,0.010507706799999999
"Hancock,IN",70655.0,11.031439602999999,0.5990543127,0.0743766647,0.41100000000000003,0.3044627296,0.0025468518
"Harrison,IN",57573.0,9.0959624034,0.5797429123,0.0163248008,0.521,0.8584747484999999,0.0015637217000000001
"Hendricks,IN",78464.0,8.8500050571,0.6727971509,0.0410090431,0.414,0.1784692811,0.0074263186
"Henry,IN",45356.0,15.310809431,0.6346083861999999,0.0140321811,0.39399999999999996,0.428551211,0.0021479047
"Howard,IN",49204.0,15.625757062,0.7173723898000001,0.0846726135,0.18600000000000003,0.21535431170000002,0.005390800899999999
"Huntington,IN",50138.0,18.018018018,0.8071597887999999,0.0852636838,0.27899999999999997,0.5095625471,0.0024548736
"Jackson,IN",51871.0,14.295763462,0.6881961487999999,0.0584554325,0.24100000000000002,0.437323013,0.0193223668
"Jasper,IN",56034.0,16.731401255,0.6674233825,0.023226777799999997,0.42700000000000005,0.6803871198999999,0.0057533376
"Jay,IN",46949.0,21.305809384,0.381122665,0.08618579050000001,0.217,0.5565331953,0.0042213407
"Jefferson,IN",51534.0,13.573543929000001,0.5966448748,0.0717004458,0.298,0.45096829899999996,0.0033551581
"Jennings,IN",50425.0,8.2446141162,0.5288694128,0.1239743618,0.38,0.6019631902,0.0017096614999999999
"Johnson,IN",67215.0,8.821583474199999,0.7843312759000001,0.0817610714,0.409,0.1389648703,0.005531591
"Knox,IN",43897.0,18.456508556,0.6322840791,0.0720796567,0.20199999999999999,0.3621488033,0.0015666527
"Kosciusko,IN",56010.0,17.298397354000002,0.6452597016,0.055709198499999994,0.193,0.4659763696,0.015693385900000002
"Lagrange,IN",60402.0,9.0185266304,0.3589474251,0.0007540805,0.3,0.9161549234999999,0.0291435312
"Lake,IN",53600.0,9.8592848431,0.9336135724,0.10211115359999999,0.395,0.0396810516,0.022741980800000002
"La Porte,IN",52763.0,11.453410772,0.7623870742000001,0.1174447045,0.29100000000000004,0.3562758485,0.0087657952
"Lawrence,IN",47997.0,16.705132432,0.7625829107,0.042911803899999997,0.332,0.5844713227,0.0031454541
"Madison,IN",45853.0,14.338243795999999,0.7491339754999999,0.09803563779999999,0.389,0.2308866875,0.0064504525
"Marion,IN",45300.0,11.565248875999998,0.8719848393999999,0.08785200800000001,0.285,0.0060018176,0.034178511099999996
"Marshall,IN",53767.0,16.00614636,0.6495717413000001,0.050775515,0.295,0.633461563,0.0192570336
"Martin,IN",51008.0,17.602190495,0.7318560093,0.012101642900000001,0.452,0.7228565898999999,0.0
"Miami,IN",47650.0,15.057721265,0.5490610519,0.09152025289999999,0.278,0.464867355,0.0020158934
"Monroe,IN",44442.0,9.674855741,0.8255540898999999,0.044726704900000004,0.161,0.2124820618,0.011614826100000001
"Montgomery,IN",51527.0,13.341355585999999,0.716845032,0.0659980139,0.28600000000000003,0.527541706,0.0149762503
"Morgan,IN",60482.0,10.050539857999999,0.6209974744,0.0406809093,0.501,0.491378059,0.0021951220000000003
"Newton,IN",51183.0,12.13592233,0.45675372090000005,0.0460536263,0.496,1.0,0.012532833
"Noble,IN",52318.0,12.150922842,0.6681252104,0.0214109451,0.309,0.6804947829000001,0.0213191356
"Orange,IN",41077.0,15.812292782,0.6540826613,0.0548144355,0.324,0.8345766129000001,0.0010313195
"Owen,IN",46069.0,8.6239938674,0.49988412509999997,0.0039912044,0.43700000000000006,1.0,0.004670785
"Parke,IN",47599.0,15.383705105999999,0.5600092278000001,0.0582738497,0.39399999999999996,0.7497548878,0.0029283489
"Perry,IN",48905.0,12.405024035,0.8228875789,0.0946300233,0.294,0.5504188644,0.0006588339
"Pike,IN",49578.0,18.262664761,0.7606072401999999,0.024172915099999998,0.375,1.0,0.0
"Porter,IN",67302.0,9.4222603883,0.8228156964,0.0786275488,0.405,0.2075293745,0.0064034287
"Posey,IN",61619.0,13.327061775,0.35631030490000004,0.057985515099999996,0.358,0.66761868,0.0013312255999999999
"Pulaski,IN",47243.0,24.051516796999998,0.3521116251,0.010619083500000001,0.297,0.8094314281,0.0012281994999999999
"Putnam,IN",50896.0,13.569243049,0.5467692227000001,0.0158769749,0.384,0.6480257092,0.0048565368
"Randolph,IN",46750.0,19.466073415,0.4485117114,0.0700915072,0.332,0.6186618777,0.007664600400000001
"Ripley,IN",55129.0,17.072575868,0.5020473315,0.0050053437,0.363,0.8324311194,0.0014490061
"Rush,IN",50412.0,22.792706334000002,0.4626264949,0.0102383865,0.409,0.6116030359,0.0006888778
"St. Joseph,IN",48960.0,11.287396485999999,0.8539734988,0.09872950429999999,0.225,0.0900157719,0.0155386368
"Scott,IN",47738.0,12.21361186,0.5200363922,0.013003011100000001,0.419,0.5271494148,0.0037560365
"Shelby,IN",53019.0,11.466342911,0.5410027905,0.0395438611,0.35200000000000004,0.520478891,0.0090098702
"Spencer,IN",58217.0,15.930485156,0.5831424208,1.75851e-05,0.42,1.0,0.0041832466
"Starke,IN",46602.0,10.018294277,0.6391730514,0.0317702047,0.44299999999999995,0.8238239951999999,0.0034843206
"Steuben,IN",54071.0,15.710462004000002,0.6598508118,0.0754248681,0.27899999999999997,0.6724879333,0.0087077351
"Sullivan,IN",46706.0,12.901376147,0.4986728754,0.0174365158,0.368,0.7896158324,0.0018145160999999998
"Switzerland,IN",45337.0,7.6016723679,0.5601620654,0.0208067142,0.483,1.0,0.0028691464
"Tippecanoe,IN",51385.0,10.116991164,0.7835397615,0.06662776179999999,0.142,0.1450109966,0.019707037099999998
"Tipton,IN",60756.0,16.375188315,0.43856676710000003,0.0297414254,0.32299999999999995,0.6160266064,0.006385002
"Vanderburgh,IN",46750.0,14.405339872999999,0.8978536807999999,0.0401497831,0.17600000000000002,0.0916734835,0.0060016678
"Vermillion,IN",51425.0,14.65715014,0.5321983715999999,0.049584378,0.319,0.6036886257,0.0024805578
"Vigo,IN",43560.0,14.273003633,0.8464598324,0.1384803741,0.168,0.237584378,0.0052533386
"Wabash,IN",51561.0,19.602962225,0.6745013379000001,0.0469413052,0.19899999999999998,0.4998479689,0.0036377937
"Warren,IN",55466.0,10.88402467,0.1674894217,0.0169822143,0.35200000000000004,0.7710390221,0.0025529742
"Warrick,IN",65809.0,10.662875422,0.8615322756,0.051882527000000005,0.26899999999999996,0.2930690747,0.0049539131
"Washington,IN",48939.0,7.9059905847000005,0.4866251504,0.0431111958,0.5329999999999999,0.7684523388,0.0009917986
"Wayne,IN",42983.0,16.268413904000003,0.7649926723,0.0662505709,0.184,0.3304990061,0.0094876361
"Wells,IN",56054.0,18.952939494000002,0.43957157329999996,0.0360542729,0.289,0.5056086264,0.0034161133000000002
"White,IN",47439.0,13.584160046,0.6875380433,0.037419414399999996,0.33399999999999996,0.6796656251000001,0.017320763
"Whitley,IN",54873.0,12.871939173,0.6657154872,0.0190517109,0.35200000000000004,0.7116424365999999,0.0007630675
"Adair,IA",53416.0,17.985611511,0.7356157251000001,0.012886950800000001,0.315,1.0,0.0004307251
"Adams,IA",46939.0,28.977871444,0.5502606106,0.0128980296,0.255,1.0,0.0013923698000000001
"Allamakee,IA",49439.0,20.164194152,0.7161200279000001,0.0216230479,0.304,0.7396371249,0.019418215
"Appanoose,IA",39124.0,14.366669327,0.6656320323,0.0509095268,0.20800000000000002,0.5825250252,0.0042176296999999995
"Audubon,IA",49560.0,24.250822795999998,0.6471645694,0.0264670096,0.213,1.0,0.0016375545999999998
"Benton,IA",63069.0,17.148647595,0.5097024083,0.0295500155,0.385,0.8065654241,0.0028965118
"Black Hawk,IA",50887.0,12.588512982000001,0.865588527,0.1091901693,0.083,0.1348081471,0.0149944926
"Boone,IA",60421.0,16.514656758,0.8686231278000001,0.0447847799,0.281,0.5063483616,0.006252505
"Bremer,IA",65733.0,21.438394952,0.8260421816,0.0170764122,0.249,0.6448755973,0.0037371134000000004
"Buchanan,IA",57228.0,11.394929256,0.7534115851000001,0.0489728674,0.31,0.6853707415000001,0.0062194127
"Buena Vista,IA",52344.0,23.422632118000003,0.8424975320999999,0.0350015319,0.135,0.43909180649999996,0.11008785859999999
"Butler,IA",54970.0,20.113979216,0.6054348557,0.1324970634,0.34700000000000003,1.0,0.0002837483
"Calhoun,IA",50767.0,27.500509269000002,0.740434333,0.0078324808,0.301,1.0,0.0010764263
"Carroll,IA",56292.0,22.441213776999998,0.7952536509999999,0.0120697461,0.122,0.520368947,0.0015079035
"Cass,IA",47897.0,24.577344157,0.7745772428000001,0.08339468,0.184,0.5363284609000001,0.0039485114
"Cedar,IA",63672.0,17.448200654,0.7621493054,0.049695647,0.424,0.8342072544,0.0025261223999999997
"Cerro Gordo,IA",53109.0,18.829764977,0.9353129034000001,0.042985967800000004,0.115,0.2059296505,0.0060592734
"Cherokee,IA",53534.0,17.280110593,0.7593605036,0.0182838299,0.14400000000000002,0.6138170974,0.0060371238
"Chickasaw,IA",49197.0,22.319583368000004,0.6774660342000001,0.0489940134,0.259,0.7353485006999999,0.008895866
"Clarke,IA",47753.0,15.120423372000001,0.6738100365999999,0.0227007964,0.303,0.48104673700000006,0.0280742459
"Clay,IA",53549.0,20.597322348,0.7555048899,0.0283591905,0.14400000000000002,0.3428931421,0.0084464947
"Clayton,IA",53809.0,23.237361143,0.7733465718000001,0.010821663799999999,0.222,0.9659661316,0.006028771
"Clinton,IA",49850.0,16.538268297000002,0.8240899096,0.0637530525,0.22399999999999998,0.3223389527,0.0021934682999999997
"Crawford,IA",51473.0,14.625014625,0.7824637342,0.09217581779999999,0.139,0.5180159102,0.0665026185
"Dallas,IA",82123.0,8.236307139400001,0.8557798443000001,0.0121578565,0.22399999999999998,0.3058592273,0.0190700724
"Davis,IA",49636.0,15.965332421,0.4943447961,0.061337950499999995,0.304,1.0,0.0051115821
"Decatur,IA",36808.0,9.7323600973,0.7748610618,0.0410871028,0.254,1.0,0.0099201237
"Delaware,IA",56747.0,15.514566454,0.625759964,0.0316115412,0.275,0.7147038955,0.0045868754
"Des Moines,IA",48991.0,18.724254151,0.7764910105,0.0918075261,0.12,0.2673527588,0.0030035617
"Dickinson,IA",58019.0,22.792355795,0.9229015420000001,0.036786326200000004,0.163,0.35045299090000004,0.0024712715
"Dubuque,IA",59403.0,11.943371942999999,0.8740243238,0.0544581519,0.113,0.2701675333,0.0047926328
"Emmet,IA",48035.0,25.591155696999998,0.8143079014,0.0908224404,0.203,0.39895165990000003,0.020969996799999998
"Fayette,IA",52192.0,19.252604038,0.8023946359999999,0.0162068794,0.233,0.7057950192,0.00379142
"Floyd,IA",49771.0,20.050125313,0.805802613,0.047770021600000004,0.209,0.527326259,0.0031049746
"Franklin,IA",52860.0,27.197668771,0.7394194756999999,0.051942389400000004,0.184,0.6024344569,0.0146686899
"Fremont,IA",53861.0,5.7920648711,0.4578685661,0.222352611,0.35200000000000004,1.0,0.0010570825
"Greene,IA",48769.0,24.371330453000002,0.6890531276999999,0.0418398531,0.267,0.5816195372999999,0.0050058207
"Grundy,IA",64146.0,27.342179333,0.7905725528,0.024613829900000002,0.28800000000000003,1.0,0.001028542
"Guthrie,IA",55531.0,22.480329712,0.7375387986,0.038645021,0.38299999999999995,1.0,0.0054240631
"Hamilton,IA",58920.0,19.749835418,0.8443182543000001,0.0567815791,0.233,0.5048172016,0.0094333079
"Hancock,IA",57222.0,32.804811371999996,0.7519619081000001,0.045194543600000005,0.242,0.700202804,0.0058384380000000005
"Hardin,IA",50616.0,25.33540623,0.8293030683,0.0364679553,0.21,0.7108474963,0.0073112776
"Harrison,IA",55325.0,19.628461269000002,0.46449624869999995,0.052339072699999996,0.41,0.8111602358,0.0004425431
"Henry,IA",50684.0,15.538847118,0.7996525192,0.1038100688,0.23199999999999998,0.5713080169,0.0118011427
"Howard,IA",49916.0,26.567481403000002,0.7986619277,0.1213482646,0.23800000000000002,0.6299393686,0.0028386511
"Humboldt,IA",54315.0,18.838304553,0.5994905756000001,0.051512788399999995,0.209,0.4658176261,0.0062906964
"Ida,IA",53300.0,31.303357997,0.7645648187,0.0035514095,0.171,1.0,0.0003024346
"Iowa,IA",57771.0,18.901286507000002,0.7639254051000001,0.0328434038,0.314,0.8218281870999999,0.0028657027
"Jackson,IA",49769.0,14.40032915,0.72143289,0.0697137393,0.40299999999999997,0.5326985087,0.0007568795
"Jasper,IA",53829.0,17.107013876,0.8078823082,0.0392426552,0.34299999999999997,0.5750773574,0.0022846897
"Jefferson,IA",46617.0,15.380233552,0.6491717628,0.0397149401,0.138,0.3872825506,0.0387108283
"Johnson,IA",58904.0,8.8040984118,0.9084060451,0.0333865933,0.179,0.18536544370000002,0.020856160800000002
